19,	500000
20,	595000
21,	703000
22,	825000
23,	962000
24,	1115000
25,	1285000
26,	1473000
27,	1680000
28,	1907000
29,	2155000
30,	2425000

#Base XP pálya végén
300

#Szintlépés életerő növekedés
Egészség,Növekedés
1,1-3
2,1-4
3,2-4
4,2-5
5,3-5
6,3-6
7,4-6
8,4-7
9,5-7
10,5-8
11,6-8
12,6-9
13,7-10

#Szintlépés manna növekedés
Intelligencia,Növekedés
1,1-2
2,1-3
3,2-3
4,2-4
5,3-4
6,3-5
7,4-5
8,4-6
9,5-6
10,5-7
11,6-7
12,6-8
13,7-10

#Ellenségek
Id,Név,Kinézet,Erő,HP,Páncél,Gyorsaság,XP érték,Erősség,Képesség1Id,Képesség2Id
E001,Óriáspatkány,r,2,20,0,5,100,1,MA003,
E002,Kobold,k,3,30,1,6,150,1,MA006,
E003,Goblin,g,4,45,2,6,200,1,MA004,
E004,Csontváz,I,5,80,3,3,250,1,MA001,MA007
E005,Farkas,w,4,55,1,8,300,1,MA006,MA004
E006,Zombi,z,5,100,2,2,330,1,MA001,MA003
E007,Ork,o,7,120,4,5,400,2,MA005,
E008,Hobgoblin,h,8,150,5,5,450,2,MA007,MA005
E009,Óriáspók,s,6,90,3,7,470,2,MA002,MA006
E010,Gnoll,n,9,170,4,6,600,2,MA004,MA005
E011,Lidércfarkas,W,10,220,5,9,700,2,MA001,MA006
E012,Ogre,O,12,320,5,3,900,3,MA005,MA007
E013,Troll,T,14,500,6,4,1000,3,MA008,MA007
E014,Minotaurusz,M,15,650,7,5,1200,3,MA005,MA006
E015,Múmia,m,12,400,7,3,1400,3,MA001,MA003
E016,Medúza,μ,13,450,6,6,1500,3,MA002,MA006
E017,Kiméra,C,16,800,7,7,2000,4,MA005,MA007
E018,Beholder,B,17,1000,8,4,2800,4,MA006,MA005
E019,Vámpír,V,15,750,7,8,3000,4,MA001,MA003
E020,Vérfarkas,L,16,850,6,9,3200,4,MA004,MA006
E021,Vörös sárkány,D,18,1500,9,7,5000,5,MA007,MA005
E022,Lich,l,17,1200,8,5,4000,5,MA001,MA007
E023,Démonlovag,♞,18,1800,9,6,5000,5,MA010,MA004
E024,Balor démon,♛,19,2500,10,8,7500,5,MA010,MA005
E025,Fekete sárkány,Ð,20,2000,10,8,10000,5,MA007,MA002
E026,Óriásdenevér,b,3,35,0,9,160,1,MA006,MA009
E027,Savanyálka,a,4,65,2,2,230,1,MA002,MA007
E028,Útonálló,u,5,70,2,6,260,1,MA004,
E029,Barlangi gyík,j,4,60,2,7,240,1,MA006,
E030,Pestishordozó patkány,p,3,55,1,6,280,1,MA003,MA002
E031,Bugbear,q,9,190,5,5,650,2,MA005,MA007
E032,Hárpia,H,8,160,3,9,680,2,MA009,MA004
E033,Ghoul,G,9,210,4,7,720,2,MA001,MA003
E034,Ifjú baziliszkusz,β,10,240,6,4,780,2,MA002,MA007
E035,Ork sámán,ó,8,180,3,6,750,2,MA006,MA003
E036,Ettin,E,15,720,8,3,1700,3,MA005,MA007
E037,Wight,Ŵ,13,560,7,6,1650,3,MA001,MA003
E038,Wyvern,Y,14,620,6,9,1850,3,MA002,MA009
E039,Kőgólem,K,16,900,10,2,2100,3,MA007,MA005
E040,Éji banya,ñ,13,520,6,8,1900,3,MA003,MA006
E041,Fagyóriás,F,18,1300,10,5,3800,4,MA005,MA007
E042,Halállovag,†,17,1150,11,6,4000,4,MA001,MA007
E043,Hidra,Ξ,18,1450,8,7,4300,4,MA002,MA005
E044,Csontsárkány,δ,19,1600,11,6,4800,4,MA001,MA007
E045,Démonpók,§,17,1050,8,10,4200,4,MA002,MA004
E046,Ősvámpír,Ƿ,20,1900,11,10,8500,5,MA001,MA006
E047,Pokolfejedelem,Φ,22,2800,13,7,11000,5,MA010,MA005
E048,Vén beholder,Θ,21,2400,12,8,10500,5,MA006,MA005
E049,Drakolich,Ł,23,3200,14,7,14000,5,MA001,MA007
E050,Káoszsárkány,Ж,24,3600,13,10,16000,5,MA002,MA003

#Szörnyképességek
Id,Név,Hatás,AktiválásiEsély,Érték,Leírás
MA001,Élőholt,Trait,100,0,Élőholt lény amelyre később külön szent és nekrotikus szabályok vonatkozhatnak.
MA002,Mérges támadás,Poison,25,0,Sikeres találat után 25 százalék eséllyel mérgezést okoz.
MA003,Fertőzéshordozó,Disease,20,0,Sikeres találat után 20 százalék eséllyel betegséget terjeszt.
MA004,Vérontó,Bleeding,25,0,Sikeres találat után 25 százalék eséllyel vérzést okoz.
MA005,Zúzócsapás,ExtraDamage,25,6,Sikeres találatkor 25 százalék eséllyel további 6 sebzést okoz.
MA006,Villámgyors,InitiativeBonus,100,2,A szörny 2 pont bónuszt kap a kezdeményezéséhez.
MA007,Vastag bőr,ArmorBonus,100,2,A szörny 2 pont állandó páncélbónuszt kap.
MA008,Regeneráció,Trait,100,5,A regenerációs hatás későbbi körönkénti gyógyítás számára fenntartott tulajdonság.
MA009,Repülő,Trait,100,0,A repülés későbbi mozgási és terepszabályok számára fenntartott tulajdonság.
MA010,Démoni,Trait,100,0,Démoni lény amelyre később külön szent és idézési szabályok vonatkozhatnak.

#Fegyverek
Id,Név,Típus,Sebzés,Kétkezes,Tolvaj,Pap,Mágus,Jellemzés,Ár,Kategória,AlapId,MágikusErő
W001,tőr,WT002,2-5,nem,igen,nem,igen,Könnyű és gyors penge közelharcra vagy váratlan támadáshoz.,35
W002,rövid kard,WT002,3-7,nem,igen,nem,nem,Fordulékony egykezes kard amely szűk helyen is jól használható.,70
W003,katana,WT002,5-10,igen,igen,nem,nem,Kiválóan kiegyensúlyozott ívelt penge a fürge harcosok kezébe.,420
W004,hosszú kard,WT001,5-11,nem,igen,nem,nem,Megbízható acélkard erőteljes vágásokhoz és szúrásokhoz.,180
W005,bunkó,WT001,3-6,nem,igen,igen,nem,Egyszerű nehéz ütőfegyver amelyhez több erő kell mint ügyesség.,25
W006,buzogány,WT001,4-9,nem,nem,igen,nem,Vasfejű zúzófegyver amely súlyos csapásokat mér az ellenfélre.,110
W007,láncos buzogány,WT001,5-11,nem,nem,igen,nem,Láncon forgó tüskés fej kiszámíthatatlan és veszélyes ívvel.,210
W008,csatacsillag,WT001,6-12,nem,nem,igen,nem,Nehéz tüskés fegyver amely pusztító lendületet gyűjt támadáskor.,320
W009,pallos,WT001,8-16,igen,nem,nem,nem,Hatalmas kétkezes kard kiemelkedő sebzéssel és tekintélyes súllyal.,550
W010,csatabárd,WT001,6-13,nem,nem,nem,nem,Széles pengéjű bárd erős és könyörtelen vágásokhoz.,280
W011,lándzsa,WT001,5-12,igen,nem,nem,nem,Hosszú nyelű szúrófegyver amely távolabb tartja az ellenfelet.,160
W012,alabárd,WT001,7-15,igen,nem,nem,nem,Sokoldalú hosszú fegyver fejszepengével és hegyes csúccsal.,480
W013,csatakalapács,WT001,7-14,igen,nem,igen,nem,Tömör hadikalapács amely teljes erejét egyetlen pontra összpontosítja.,450
W014,bőrpajzs,WT003,1-3,nem,igen,igen,nem,Könnyű pajzs amely kevés védelemért cserébe alig akadályozza viselőjét.,45
W015,fapajzs,WT003,2-5,nem,nem,igen,nem,Masszív falap vasalt szegéllyel a beérkező csapások felfogására.,90
LW001,Hajnalpenge,WT001,9-17,nem,nem,igen,nem,A nap első sugarával izzó hosszú kard amely reményt vág a sötétségbe.,6500,Legendás,W004,3
LW002,Éjcsók,WT002,7-14,nem,igen,nem,igen,Fekete tőr amely hangtalanul találja meg a páncél réseit.,5200,Legendás,W001,4
LW003,Vérivó,WT002,10-19,igen,igen,nem,nem,Bíbor katana amely minden győzelemmel sötétebben fénylik.,7800,Legendás,W003,4
LW004,Viharpallos,WT001,14-27,igen,nem,nem,nem,Mennydörgéstől vibráló pallos amely viharfelhőket hasít ketté.,11000,Legendás,W009,5
LW005,Mennydörgő,WT001,13-25,igen,nem,igen,nem,Ősi csatakalapács amelynek ütését távoli égzengés követi.,9800,Legendás,W013,5
LW006,Sárkányölő,WT001,12-23,igen,nem,nem,nem,Hosszú lándzsa pikkelyek áttörésére kovácsolt ezüstheggyel.,8500,Legendás,W011,4
LW007,Árnyékél,WT002,9-18,nem,igen,nem,igen,Alkonyati rövid kard amely elmosódik gyors mozdulat közben.,6900,Legendás,W002,4
LW008,Napbuzogány,WT001,11-22,nem,nem,igen,nem,Aranyszínű buzogány amely szent fénnyel perzseli a gonoszt.,7600,Legendás,W006,5
LW009,Világdaraboló,WT001,14-26,nem,nem,nem,nem,Óriások kovácsolta csatabárd amely követ és acélt egyaránt hasít.,10500,Legendás,W010,4
LW010,Fagykarom,WT001,11-21,nem,igen,nem,nem,Jégkék hosszú kard amely dércsíkot hagy minden vágás után.,7200,Legendás,W004,4
LW011,Pokollánc,WT001,12-23,nem,nem,igen,nem,Lángoló láncos buzogány amely kiszámíthatatlan tűzíveket rajzol.,8800,Legendás,W007,5
LW012,Csillaghullás,WT001,13-24,nem,nem,igen,nem,Meteoritvasból készült csatacsillag vakító szikrákkal.,9300,Legendás,W008,5
LW013,Őrzők pajzsa,WT003,6-12,nem,nem,igen,nem,Rúnás pajzs amely ősi őrszemek erejét hordozza.,7000,Legendás,W015,6
LW014,Tölgykirály pajzsa,WT003,7-13,nem,igen,igen,nem,Élő szentfából nőtt pajzs amely soha nem reped meg.,7400,Legendás,W014,5
LW015,Lélekarató,WT001,15-29,igen,nem,nem,nem,Fekete alabárd amely hideg suttogással várja következő áldozatát.,12000,Legendás,W012,6
LW016,Titánöklű,WT001,10-20,nem,nem,igen,nem,Sűrű csillagfémből öntött bunkó felfoghatatlan súllyal.,6800,Legendás,W005,3
LW017,Ezüsthold,WT002,12-22,igen,igen,nem,igen,Holdfényben kovácsolt katana amely kékes félholdakat rajzol.,9000,Legendás,W003,5
LW018,Mélységszúró,WT002,10-18,nem,igen,nem,igen,Tengermélyi kristályból csiszolt tőr nyugtalanító kék ragyogással.,7100,Legendás,W001,5
LW019,Főnixlándzsa,WT001,14-25,igen,nem,igen,nem,Újjászülető lánggal égő lándzsa amelynek hegye sosem hűl ki.,10200,Legendás,W011,6
LW020,Koronatörő,WT001,16-30,igen,nem,nem,nem,Királyok bukását megélt pallos aranyrepedésekkel a pengéjén.,13500,Legendás,W009,7

#Fegyvertípus
Id,Név
WT001,Erő
WT002,Ügyesség
WT003,Védelem

#Páncélok
Id,Név,Védelem,Barbár,Tolvaj,Pap,Mágus,Jellemzés,Ár,Kategória,AlapId,MágikusErő
A001,kámzsa,1-2,igen,igen,igen,igen,Vastag szövetből készült csuklyás ruházat a kisebb sérülések ellen.,20
A002,bőrvért,2-3,igen,igen,igen,nem,Könnyű edzett bőrpáncél amely szabad mozgást biztosít.,100
A003,láncing,3-4,igen,nem,igen,nem,Összefűzött fémkarikákból készült hajlékony vértezet.,250
A004,pikkelypáncél,2-5,igen,nem,igen,nem,Egymásra simuló fémpikkelyekből álló változó védelmű páncél.,350
A005,mellvért,6-7,igen,nem,igen,nem,Formázott acéllemez amely erősen védi a törzset.,700
A006,teljes vértezet,8-10,nem,nem,igen,nem,Nehéz lemezpáncél amely tetőtől talpig óvja viselőjét.,1300
A007,mitril láncing,7-8,igen,igen,igen,nem,Rendkívül könnyű és erős mitrilkarikákból font ritka vértezet.,2200
A008,mitril mellvért,8-9,igen,nem,igen,nem,Könnyedén viselhető mitril lemez kiváló törzsvédelemmel.,3500
A009,mitril teljes vértezet,12-15,nem,nem,igen,nem,Mesteri mitril páncélzat amely páratlan védelmet nyújt.,6500
LA001,Csillagköpeny,5-8,igen,igen,igen,igen,Éjszakai égboltot idéző kámzsa apró mozgó csillagokkal.,4800,Legendás,A001,5
LA002,Árnyékjáró vértje,6-9,igen,igen,nem,igen,Füstként simuló bőrvért amely elnyeli a léptek zaját.,6200,Legendás,A002,5
LA003,Sárkánypikkely,10-15,igen,nem,igen,nem,Ősi vörös sárkány pikkelyeiből illesztett forró páncél.,9000,Legendás,A004,6
LA004,Naplovag vértje,13-17,nem,nem,igen,nem,Ragyogó mellvért amely hajnalban arany fénnyel telik meg.,10800,Legendás,A005,6
LA005,Éjfekete láncing,9-13,igen,igen,igen,nem,Fényt nem tükröző láncing az árnyak bajnokainak.,8400,Legendás,A003,5
LA006,Hegykirály vértezete,16-22,nem,nem,igen,nem,Törp királyok gránitrúnás teljes vértezete.,14500,Legendás,A006,7
LA007,Holdszövött láncing,14-18,igen,igen,igen,igen,Súlytalan mitrilkarikákból szőtt ezüstös láncing.,13200,Legendás,A007,7
LA008,Hajnalpajzs mellvért,16-20,igen,nem,igen,nem,Fehér mitril mellvért napkorong alakú mellrésszel.,15500,Legendás,A008,7
LA009,Istenek bástyája,22-30,nem,nem,igen,nem,Legendák szerint égi kovácsok készítették az első hősnek.,24000,Legendás,A009,10
LA010,Főnixvért,12-18,igen,nem,igen,igen,Parázsló pikkelypáncél amely melegséggel öleli körül viselőjét.,11500,Legendás,A004,7
LA011,Leviatán páncélja,18-24,nem,nem,igen,nem,Mélységi szörny csontlemezeiből készült teljes vértezet.,17200,Legendás,A006,8
LA012,Erdőszív vértje,8-12,igen,igen,igen,igen,Élő indákkal átszőtt bőrvért amely együtt lélegzik viselőjével.,7600,Legendás,A002,6
LA013,Mennydörgés mellvértje,15-20,igen,nem,igen,nem,Viharfelhők színében játszó mellvért villámrúnákkal.,13800,Legendás,A005,7
LA014,Szent ereklyevért,18-23,nem,nem,igen,nem,Szentek neveivel vésett mitril mellvért tiszta aurával.,16800,Legendás,A008,9
LA015,Árnyékkámzsa,7-11,igen,igen,igen,igen,Sötét csuklya amely alatt a viselő arca köddé válik.,5900,Legendás,A001,6
LA016,Titán láncinge,14-19,igen,nem,igen,nem,Hatalmas szemű mégis könnyű láncing egy letűnt óriásbirodalomból.,12800,Legendás,A003,6
LA017,Démonőr vértezete,20-27,nem,nem,igen,nem,Obszidián teljes vért izzó vörös illesztésekkel.,19500,Legendás,A006,9
LA018,Ezüstsárkány lánca,15-21,igen,igen,igen,igen,Fagyos fényű mitril láncing ezüstsárkány-rúnákkal.,14900,Legendás,A007,8
LA019,Időjáró köpenye,10-15,igen,igen,igen,igen,Kámzsa amelynek szálai között lassabban peregnek a porszemek.,9800,Legendás,A001,9
LA020,Világpajzs vértezete,25-34,nem,nem,igen,nem,A világ mélyének érceiből kovácsolt áthatolhatatlan mitril vért.,28000,Legendás,A009,12

#Tárgybővítések
Id,NévUtótag,HarciBónusz,ÁrSzorzó,MágikusErő
PLUS1,+1,1,2.0,1
PLUS2,+2,2,4.0,2
PLUS3,+3,3,7.0,3

#Képességek
Id,Név
K001,Erő
K002,Ügyesség
K003,Egészség
K004,Intelligencia
K005,Életerő
K006,Manna

#Tehetségek
Id,Név,Leírás,OsztályId,Fokozat
PERK-C001-1A,Első csapás,+10 jár a kezdeményezéshez.,C001,1
PERK-C001-1B,Robusztusság,+10 maximális HP.,C001,1
PERK-C001-2A,Fegyvermester,+2 jár minden fegyveres találati próbához.,C001,2
PERK-C001-2B,Rendíthetetlen,Minden elszenvedett találat sebzése 2 ponttal csökken.,C001,2
PERK-C001-3A,Acélvihar,Sikeres támadás után 35% eséllyel azonnal újra támad.,C001,3
PERK-C001-3B,Utolsó erőd,Harcban egyszer 1 HP-n túléli a halálos csapást.,C001,3
PERK-C002-1A,Vérszomj,Fél HP alatt +3 sebzést okoz.,C002,1
PERK-C002-1B,Vastag bőr,+8 maximális HP és +1 természetes védelem.,C002,1
PERK-C002-2A,Őrjöngés,Minden egymást követő találat +1 halmozódó sebzést ad.,C002,2
PERK-C002-2B,Fájdalomtűrés,A 3 pontnál kisebb beérkező sebzést figyelmen kívül hagyja.,C002,2
PERK-C002-3A,Berserker düh,Fél HP alatt minden körben kétszer támadhat.,C002,3
PERK-C002-3B,Őserő,+20 maximális HP és +5 állandó közelharci sebzés.,C002,3
PERK-C003-1A,Pajzsfal,Pajzzsal további +2 védelmet kap.,C003,1
PERK-C003-1B,Kihívás,Az ellenfél első támadása automatikusan elhibázza.,C003,1
PERK-C003-2A,Páncélmester,A viselt páncél védelmi dobása mindig legalább az átlagérték.,C003,2
PERK-C003-2B,Szent eskü,Minden csata elején visszanyer 10 HP-t.,C003,2
PERK-C003-3A,Őrangyal,Harcban egyszer teljesen kivédi a halálos sebzést és 25 HP-t gyógyul.,C003,3
PERK-C003-3B,Legyőzhetetlen,+15 maximális HP és minden sebzés 4 ponttal csökken.,C003,3
PERK-C004-1A,Orvtámadás,A csata első sikeres támadása dupla sebzést okoz.,C004,1
PERK-C004-1B,Kitérés,15% eséllyel teljesen elkerüli a találatot.,C004,1
PERK-C004-2A,Méregkeverő,A fegyveres találatok további 1-6 mérgező sebzést okoznak.,C004,2
PERK-C004-2B,Árnyéklépés,Sikeres kitérés után a következő támadás automatikusan talál.,C004,2
PERK-C004-3A,Halálos pontosság,A természetes 18-20 dobás háromszoros sebzést okoz.,C004,3
PERK-C004-3B,Mestertolvaj,A ládák dupla aranyat adnak és 25% eséllyel ritka tárgyat rejtenek.,C004,3
PERK-C005-1A,Gyógyító kegyelem,Minden gyógyítás további 25% HP-t állít vissza.,C005,1
PERK-C005-1B,Áldott fegyver,+2 találat és +2 sebzés élőholt ellenfelek ellen.,C005,1
PERK-C005-2A,Szentély,20% eséllyel az ellenfél elveszíti a támadását.,C005,2
PERK-C005-2B,Hitforrás,+12 maximális manna és csatánként 5 manna visszatöltés.,C005,2
PERK-C005-3A,Feltámadás,Naponta egyszer teljes HP-val visszatérhet a halálból.,C005,3
PERK-C005-3B,Isteni ítélet,Minden ötödik papi varázslat kétszeres hatású és nem fogyaszt mannát.,C005,3
PERK-C006-1A,Arkán fókusz,+2 jár a mágikus találati próbákhoz.,C006,1
PERK-C006-1B,Mannatartalék,+15 maximális manna.,C006,1
PERK-C006-2A,Elemi mester,A sebző varázslatok 25%-kal nagyobb sebzést okoznak.,C006,2
PERK-C006-2B,Mágikus pajzs,Manna birtokában a sebzés 25%-át manna nyeli el.,C006,2
PERK-C006-3A,Láncvarázslat,30% eséllyel a varázslat azonnal másodszor is elsül ingyen.,C006,3
PERK-C006-3B,Főmágus,+25 maximális manna és minden varázslat költsége 2 ponttal csökken.,C006,3

#Állapotok
Id,Név,Emoji,Időtartam,KörsebzésMin,KörsebzésMax,FizikaiSebzésBüntetés,KezdeményezésBüntetés,TalálatBüntetés,MaxHP%,MaxManna%,HPGyógyulás%,MannaGyógyulás%,CsatakezdőHPVeszteség%,CsatakezdőMannaVeszteség%,NullaSzükségletSzorzó,Leírás
STATUS001,Éhes,🍖,,0,0,2,0,0,100,100,75,100,5,0,1,Az élelem szintje 30 vagy kevesebb. Fizikai sebzés -2 és HP gyógyulás 75 százalékos. Nulla élelemnél csatakezdéskor 5 százalék max HP elveszik.
STATUS002,Szomjas,💧,,0,0,0,3,1,100,100,100,100,0,5,2,A víz szintje 30 vagy kevesebb. Kezdeményezés -3 és találat -1. Csatakezdéskor 5 százalék max manna elveszik. Nulla víznél a büntetések duplázódnak.
STATUS003,Mérgezés,☠️,6,1,4,0,0,0,100,100,100,100,0,0,1,Minden saját támadási kör végén 1-4 páncélt figyelmen kívül hagyó sebzés. Hat aktiválódás után elmúlik.
STATUS004,Betegség,🤒,,0,0,0,0,0,80,80,50,50,0,0,1,A maximális HP és manna 80 százalékra csökken. A HP és manna visszatöltése 50 százalékos. Nem múlik el magától.
STATUS005,Vérzés,🩸,4,1,3,0,0,0,100,100,100,100,0,0,1,Minden saját támadási kör végén 1-3 páncélt figyelmen kívül hagyó sebzés. Négy aktiválódás után elmúlik.

#Tárgyak
Id,Név,Jellemzés,Ár,Hatás,Érték
T001,Útravaló,Egyszerű tartós élelem amely csillapítja az éhséget.,8,Food,20
T002,Kulacs,Vízzel töltött edény amely enyhíti a szomjúságot.,12,Water,30
T003,Kulcs,Egyszer használatos kulcs amely garantáltan kinyit vagy bezár egy ajtózárat.,60,None,0
T004,Kenyér,Friss cipó szerény de megbízható tápértékkel.,6,Food,15
T005,Sajt,Érett kemény sajt amely sokáig eltartható.,14,Food,28
T006,Füstölt hús,Nehéz füstölt húsadag hosszú utakra.,24,Food,45
T007,Törp útravaló,Rendkívül tömény lepény amely kis darabban is jóllakat.,45,Food,65
T008,Fogadói lakoma,Gazdag hidegtál egy teljes napi éhség elűzésére.,70,Food,100
T009,Aszalt gyümölcs,Édes könnyű élelem gyors erőgyűjtéshez.,12,Food,25
T010,Mézes kalács,Fűszeres sütemény amely meglepően laktató.,20,Food,38
T011,Kis gyógyital,Vörös ital amely kisebb sebeket azonnal összeforraszt.,35,Heal,20
T012,Gyógyital,Erős vörös főzet komoly sérülések kezelésére.,90,Heal,50
T013,Nagy gyógyital,Sűrű rubinszínű elixír amely súlyos sebeket is begyógyít.,220,Heal,120
T014,Kis varázsital,Kék ital amely kevés mágikus energiát állít helyre.,40,RestoreMana,15
T015,Varázsital,Fénylő kék főzet a kimerült varázshasználóknak.,110,RestoreMana,40
T016,Nagy varázsital,Örvénylő azúr elixír jelentős manna visszanyerésére.,260,RestoreMana,90
T017,Ellenméreg,Keserű zöld oldat amely megszünteti a mérgezést.,75,CurePoison,0
T018,Gyógyfüves orvosság,Erős gyógynövénykeverék betegségek kezelésére.,90,CureDisease,0
T019,Kötés,Tiszta vászon és vérzéscsillapító por friss sebekhez.,30,StopBleeding,0
T020,Gyógytea,Meleg gyógynövénytea amely enyhíti a szomjúságot.,18,Water,40

#Varázstárgyak
Id,Név,Típus,Kategória,Ár,Töltet,VarázslatId,Hatás,Érték,CsakMágus,Jellemzés,MágikusErő
M001,Védelem gyűrűje,Varázsgyűrű,Varázs,650,0,,Defense,1,nem,Ezüstgyűrű amely láthatatlan pajzsot von viselője köré.,1
M002,Mágikus lövedék tekercse,Varázstekercs,Varázs,180,1,S001,None,0,igen,Eldobható tekercs egyetlen Mágikus lövedék varázslattal.,1
M003,Szent szimbólum,Amulett,Varázs,500,0,,BattleHeal,3,nem,Áldott jelkép amely minden csata elején enyhíti viselője sebeit.,2
M004,Tanonc pálcája,Varázspálca,Varázs,900,3,S001,None,0,nem,Egyszerű varázspálca három Mágikus lövedék töltettel.,2
M005,Pontosság gyűrűje,Varázsgyűrű,Varázs,800,0,,Hit,1,nem,A gyűrű finoman a célpont felé vezeti viselője kezét.,2
M006,Erő gyűrűje,Varázsgyűrű,Varázs,950,0,,Damage,2,nem,Vörös kővel díszített gyűrű amely megerősíti a csapásokat.,2
M007,Sietség gyűrűje,Varázsgyűrű,Varázs,1100,0,,Initiative,3,nem,Könnyű aranygyűrű amely felgyorsítja viselője reakcióit.,3
M008,Őrszem gyűrűje,Varázsgyűrű,Varázs,1250,0,,Defense,2,nem,Kék pecsétgyűrű amely előre jelzi a közelgő ütéseket.,3
M009,Harag gyűrűje,Varázsgyűrű,Varázs,1450,0,,Damage,3,nem,Sötétvas gyűrű amely fájdalmasabbá teszi a találatokat.,4
M010,Sólyomszem gyűrűje,Varázsgyűrű,Varázs,1600,0,,Hit,2,nem,Éles látást és biztosabb találatot adó smaragdgyűrű.,4
